idx,is_inclusive,premise,question,label
7251,1,Madie is boisterous or Merlin is fabulous. Madie is not boisterous.,Merlin is fabulous,1
7252,1,Madie is boisterous or Merlin is fabulous. Madie is not boisterous.,Merlin is not fabulous,0
7253,2,Neither Jolene is not crafty nor Jean is not slight. Jolene is crafty.,Jolene is crafty,1
7254,2,Neither Jolene is not crafty nor Jean is not slight. Jolene is crafty.,Jolene is not crafty,0
7255,2,Neither Jolene is not crafty nor Jean is not slight. Jolene is crafty.,Jean is slight,1
7256,2,Neither Jolene is not crafty nor Jean is not slight. Jolene is crafty.,Jean is not slight,0
7257,2,Neither Dove is not wonderful nor Earline is spiteful. Earline is not spiteful.,Dove is wonderful,0
7258,2,Neither Dove is not wonderful nor Earline is spiteful. Earline is not spiteful.,Dove is not wonderful,1
7259,2,Neither Dove is not wonderful nor Earline is spiteful. Earline is not spiteful.,Earline is spiteful,1
7260,2,Neither Dove is not wonderful nor Earline is spiteful. Earline is not spiteful.,Earline is not spiteful,0
7261,2,Neither Dan is not cruel nor Goldia is tactless. Goldia is not tactless.,Dan is cruel,0
7262,2,Neither Dan is not cruel nor Goldia is tactless. Goldia is not tactless.,Dan is not cruel,1
7263,2,Neither Dan is not cruel nor Goldia is tactless. Goldia is not tactless.,Goldia is tactless,1
7264,2,Neither Dan is not cruel nor Goldia is tactless. Goldia is not tactless.,Goldia is not tactless,0
7265,0,Either Anna is not unsure or Rolland is not ardent. Rolland is not ardent.,Anna is unsure,1
7266,0,Either Anna is not unsure or Rolland is not ardent. Rolland is not ardent.,Anna is not unsure,0
7267,0,Either Anna is not unsure or Rolland is not ardent. Rolland is not ardent.,Rolland is ardent,0
7268,0,Either Anna is not unsure or Rolland is not ardent. Rolland is not ardent.,Rolland is not ardent,1
7269,1,Emery is intolerant or Alan is querulous. Emery is intolerant.,Emery is intolerant,1
7270,1,Emery is intolerant or Alan is querulous. Emery is intolerant.,Emery is not intolerant,0
7271,1,Emery is intolerant or Alan is querulous. Emery is intolerant.,Alan is querulous,1
7272,1,Emery is intolerant or Alan is querulous. Emery is intolerant.,Alan is not querulous,1
7273,0,Either Evie is not chic or Hunter is wary. Hunter is not wary.,Evie is chic,0
7274,0,Either Evie is not chic or Hunter is wary. Hunter is not wary.,Evie is not chic,1
7275,0,Either Evie is not chic or Hunter is wary. Hunter is not wary.,Hunter is wary,0
7276,0,Either Evie is not chic or Hunter is wary. Hunter is not wary.,Hunter is not wary,1
7277,0,Either Lynn is not snobby or Donovan is capable. Lynn is snobby.,Lynn is snobby,1
7278,0,Either Lynn is not snobby or Donovan is capable. Lynn is snobby.,Lynn is not snobby,0
7279,0,Either Lynn is not snobby or Donovan is capable. Lynn is snobby.,Donovan is capable,1
7280,0,Either Lynn is not snobby or Donovan is capable. Lynn is snobby.,Donovan is not capable,0
7281,1,Neva is not sensible or Ross is not somber. Neva is not sensible.,Neva is sensible,0
7282,1,Neva is not sensible or Ross is not somber. Neva is not sensible.,Neva is not sensible,1
7283,1,Neva is not sensible or Ross is not somber. Neva is not sensible.,Ross is somber,1
7284,1,Neva is not sensible or Ross is not somber. Neva is not sensible.,Ross is not somber,1
7285,1,Charles is punctual or Luke is unwilling. Luke is unwilling.,Charles is punctual,1
7286,1,Charles is punctual or Luke is unwilling. Luke is unwilling.,Charles is not punctual,1
7287,1,Charles is punctual or Luke is unwilling. Luke is unwilling.,Luke is unwilling,1
7288,1,Charles is punctual or Luke is unwilling. Luke is unwilling.,Luke is not unwilling,0
7289,0,Either William is mild or Jesse is not logical. William is not mild.,William is mild,0
7290,0,Either William is mild or Jesse is not logical. William is not mild.,William is not mild,1
7291,0,Either William is mild or Jesse is not logical. William is not mild.,Jesse is logical,0
7292,0,Either William is mild or Jesse is not logical. William is not mild.,Jesse is not logical,1
7293,2,Neither Marceline is not natural nor Stephen is impatient. Stephen is not impatient.,Marceline is natural,0
7294,2,Neither Marceline is not natural nor Stephen is impatient. Stephen is not impatient.,Marceline is not natural,1
7295,2,Neither Marceline is not natural nor Stephen is impatient. Stephen is not impatient.,Stephen is impatient,1
7296,2,Neither Marceline is not natural nor Stephen is impatient. Stephen is not impatient.,Stephen is not impatient,0
7297,1,Magdalena is gluttonous or Albert is not drowsy. Magdalena is gluttonous.,Magdalena is gluttonous,1
7298,1,Magdalena is gluttonous or Albert is not drowsy. Magdalena is gluttonous.,Magdalena is not gluttonous,0
7299,1,Magdalena is gluttonous or Albert is not drowsy. Magdalena is gluttonous.,Albert is drowsy,1
7300,1,Magdalena is gluttonous or Albert is not drowsy. Magdalena is gluttonous.,Albert is not drowsy,1
7301,1,Adelle is sad or Sydney is sincere. Sydney is not sincere.,Adelle is sad,1
7302,1,Adelle is sad or Sydney is sincere. Sydney is not sincere.,Adelle is not sad,0
7303,1,Adelle is sad or Sydney is sincere. Sydney is not sincere.,Sydney is sincere,0
7304,1,Adelle is sad or Sydney is sincere. Sydney is not sincere.,Sydney is not sincere,1
7305,0,Either Kristian is not blunt or Abbie is natural. Abbie is natural.,Kristian is blunt,1
7306,0,Either Kristian is not blunt or Abbie is natural. Abbie is natural.,Kristian is not blunt,0
7307,0,Either Kristian is not blunt or Abbie is natural. Abbie is natural.,Abbie is natural,1
7308,0,Either Kristian is not blunt or Abbie is natural. Abbie is natural.,Abbie is not natural,0
7309,1,Sophia is methodical or Rutha is thinking. Sophia is not methodical.,Sophia is methodical,0
7310,1,Sophia is methodical or Rutha is thinking. Sophia is not methodical.,Sophia is not methodical,1
7311,1,Sophia is methodical or Rutha is thinking. Sophia is not methodical.,Rutha is thinking,1
7312,1,Sophia is methodical or Rutha is thinking. Sophia is not methodical.,Rutha is not thinking,0
7313,2,Neither Ernestine is agile nor Maximo is picky. Maximo is not picky.,Ernestine is agile,0
7314,2,Neither Ernestine is agile nor Maximo is picky. Maximo is not picky.,Ernestine is not agile,1
7315,2,Neither Ernestine is agile nor Maximo is picky. Maximo is not picky.,Maximo is picky,0
7316,2,Neither Ernestine is agile nor Maximo is picky. Maximo is not picky.,Maximo is not picky,1
7317,1,Nathalie is not sensible or Valentine is flaky. Valentine is not flaky.,Nathalie is sensible,0
7318,1,Nathalie is not sensible or Valentine is flaky. Valentine is not flaky.,Nathalie is not sensible,1
7319,1,Nathalie is not sensible or Valentine is flaky. Valentine is not flaky.,Valentine is flaky,0
7320,1,Nathalie is not sensible or Valentine is flaky. Valentine is not flaky.,Valentine is not flaky,1
7321,1,Humberto is timid or Hezekiah is resentful. Hezekiah is not resentful.,Humberto is timid,1
7322,1,Humberto is timid or Hezekiah is resentful. Hezekiah is not resentful.,Humberto is not timid,0
7323,1,Humberto is timid or Hezekiah is resentful. Hezekiah is not resentful.,Hezekiah is resentful,0
7324,1,Humberto is timid or Hezekiah is resentful. Hezekiah is not resentful.,Hezekiah is not resentful,1
7325,0,Either Adele is not uncertain or Donald is not passive. Adele is not uncertain.,Adele is uncertain,0
7326,0,Either Adele is not uncertain or Donald is not passive. Adele is not uncertain.,Adele is not uncertain,1
7327,0,Either Adele is not uncertain or Donald is not passive. Adele is not uncertain.,Donald is passive,1
7328,0,Either Adele is not uncertain or Donald is not passive. Adele is not uncertain.,Donald is not passive,0
7329,2,Neither Dickie is bright nor Rosetta is not elfin. Rosetta is elfin.,Dickie is bright,0
7330,2,Neither Dickie is bright nor Rosetta is not elfin. Rosetta is elfin.,Dickie is not bright,1
7331,2,Neither Dickie is bright nor Rosetta is not elfin. Rosetta is elfin.,Rosetta is elfin,1
7332,2,Neither Dickie is bright nor Rosetta is not elfin. Rosetta is elfin.,Rosetta is not elfin,0
7333,1,Hildegard is not ambitious or Beth is not demonic. Hildegard is ambitious.,Hildegard is ambitious,1
7334,1,Hildegard is not ambitious or Beth is not demonic. Hildegard is ambitious.,Hildegard is not ambitious,0
7335,1,Hildegard is not ambitious or Beth is not demonic. Hildegard is ambitious.,Beth is demonic,0
7336,1,Hildegard is not ambitious or Beth is not demonic. Hildegard is ambitious.,Beth is not demonic,1
7337,0,Either Isabel is not able or Hubert is not warm. Hubert is warm.,Isabel is able,0
7338,0,Either Isabel is not able or Hubert is not warm. Hubert is warm.,Isabel is not able,1
7339,0,Either Isabel is not able or Hubert is not warm. Hubert is warm.,Hubert is warm,1
7340,0,Either Isabel is not able or Hubert is not warm. Hubert is warm.,Hubert is not warm,0
7341,2,Neither Bryant is not meticulous nor Kenneth is not somber. Bryant is meticulous.,Bryant is meticulous,1
7342,2,Neither Bryant is not meticulous nor Kenneth is not somber. Bryant is meticulous.,Bryant is not meticulous,0
7343,2,Neither Bryant is not meticulous nor Kenneth is not somber. Bryant is meticulous.,Kenneth is somber,1
7344,2,Neither Bryant is not meticulous nor Kenneth is not somber. Bryant is meticulous.,Kenneth is not somber,0
7345,2,Neither Simeon is unwilling nor Vina is not confident. Vina is confident.,Simeon is unwilling,0
7346,2,Neither Simeon is unwilling nor Vina is not confident. Vina is confident.,Simeon is not unwilling,1
7347,2,Neither Simeon is unwilling nor Vina is not confident. Vina is confident.,Vina is confident,1
7348,2,Neither Simeon is unwilling nor Vina is not confident. Vina is confident.,Vina is not confident,0
7349,0,Either Opal is energetic or Llewellyn is lithe. Opal is energetic.,Opal is energetic,1
7350,0,Either Opal is energetic or Llewellyn is lithe. Opal is energetic.,Opal is not energetic,0
7351,0,Either Opal is energetic or Llewellyn is lithe. Opal is energetic.,Llewellyn is lithe,0
7352,0,Either Opal is energetic or Llewellyn is lithe. Opal is energetic.,Llewellyn is not lithe,1
7353,1,Julie is not cheerful or Joyce is not watchful. Julie is cheerful.,Julie is cheerful,1
7354,1,Julie is not cheerful or Joyce is not watchful. Julie is cheerful.,Julie is not cheerful,0
7355,1,Julie is not cheerful or Joyce is not watchful. Julie is cheerful.,Joyce is watchful,0
7356,1,Julie is not cheerful or Joyce is not watchful. Julie is cheerful.,Joyce is not watchful,1
7357,0,Either Bertha is guarded or Alejandro is agile. Alejandro is not agile.,Bertha is guarded,1
7358,0,Either Bertha is guarded or Alejandro is agile. Alejandro is not agile.,Bertha is not guarded,0
7359,0,Either Bertha is guarded or Alejandro is agile. Alejandro is not agile.,Alejandro is agile,0
7360,0,Either Bertha is guarded or Alejandro is agile. Alejandro is not agile.,Alejandro is not agile,1
7361,0,Either Phyllis is not motivated or Valentin is not delicate. Valentin is not delicate.,Phyllis is motivated,1
7362,0,Either Phyllis is not motivated or Valentin is not delicate. Valentin is not delicate.,Phyllis is not motivated,0
7363,0,Either Phyllis is not motivated or Valentin is not delicate. Valentin is not delicate.,Valentin is delicate,0
7364,0,Either Phyllis is not motivated or Valentin is not delicate. Valentin is not delicate.,Valentin is not delicate,1
7365,1,Paris is not methodical or Tommy is sad. Tommy is not sad.,Paris is methodical,0
7366,1,Paris is not methodical or Tommy is sad. Tommy is not sad.,Paris is not methodical,1
7367,1,Paris is not methodical or Tommy is sad. Tommy is not sad.,Tommy is sad,0
7368,1,Paris is not methodical or Tommy is sad. Tommy is not sad.,Tommy is not sad,1
7369,0,Either Quincy is reluctant or Clovis is not dependent. Quincy is reluctant.,Quincy is reluctant,1
7370,0,Either Quincy is reluctant or Clovis is not dependent. Quincy is reluctant.,Quincy is not reluctant,0
7371,0,Either Quincy is reluctant or Clovis is not dependent. Quincy is reluctant.,Clovis is dependent,1
7372,0,Either Quincy is reluctant or Clovis is not dependent. Quincy is reluctant.,Clovis is not dependent,0
7373,0,Either Henrietta is not moronic or Anthony is not churlish. Anthony is not churlish.,Henrietta is moronic,1
7374,0,Either Henrietta is not moronic or Anthony is not churlish. Anthony is not churlish.,Henrietta is not moronic,0
7375,0,Either Henrietta is not moronic or Anthony is not churlish. Anthony is not churlish.,Anthony is churlish,0
7376,0,Either Henrietta is not moronic or Anthony is not churlish. Anthony is not churlish.,Anthony is not churlish,1
7377,0,Either Erma is incisive or Annie is not stern. Erma is not incisive.,Erma is incisive,0
7378,0,Either Erma is incisive or Annie is not stern. Erma is not incisive.,Erma is not incisive,1
7379,0,Either Erma is incisive or Annie is not stern. Erma is not incisive.,Annie is stern,0
7380,0,Either Erma is incisive or Annie is not stern. Erma is not incisive.,Annie is not stern,1
7381,1,Beverlee is demonic or Ana is not peevish. Ana is not peevish.,Beverlee is demonic,1
7382,1,Beverlee is demonic or Ana is not peevish. Ana is not peevish.,Beverlee is not demonic,1
7383,1,Beverlee is demonic or Ana is not peevish. Ana is not peevish.,Ana is peevish,0
7384,1,Beverlee is demonic or Ana is not peevish. Ana is not peevish.,Ana is not peevish,1
7385,1,Leoma is not unaffected or Israel is strong. Israel is strong.,Leoma is unaffected,1
7386,1,Leoma is not unaffected or Israel is strong. Israel is strong.,Leoma is not unaffected,1
7387,1,Leoma is not unaffected or Israel is strong. Israel is strong.,Israel is strong,1
7388,1,Leoma is not unaffected or Israel is strong. Israel is strong.,Israel is not strong,0
7389,1,Vaughn is mature or Nick is not lithe. Nick is not lithe.,Vaughn is mature,1
7390,1,Vaughn is mature or Nick is not lithe. Nick is not lithe.,Vaughn is not mature,1
7391,1,Vaughn is mature or Nick is not lithe. Nick is not lithe.,Nick is lithe,0
7392,1,Vaughn is mature or Nick is not lithe. Nick is not lithe.,Nick is not lithe,1
7393,1,Gayle is ugly or Oleta is depressed. Oleta is not depressed.,Gayle is ugly,1
7394,1,Gayle is ugly or Oleta is depressed. Oleta is not depressed.,Gayle is not ugly,0
7395,1,Gayle is ugly or Oleta is depressed. Oleta is not depressed.,Oleta is depressed,0
7396,1,Gayle is ugly or Oleta is depressed. Oleta is not depressed.,Oleta is not depressed,1
7397,2,Neither Renea is not able nor Ossie is not earnest. Renea is able.,Renea is able,1
7398,2,Neither Renea is not able nor Ossie is not earnest. Renea is able.,Renea is not able,0
7399,2,Neither Renea is not able nor Ossie is not earnest. Renea is able.,Ossie is earnest,1
7400,2,Neither Renea is not able nor Ossie is not earnest. Renea is able.,Ossie is not earnest,0
7401,0,Either Governor is not orderly or Junior is not stern. Governor is orderly.,Governor is orderly,1
7402,0,Either Governor is not orderly or Junior is not stern. Governor is orderly.,Governor is not orderly,0
7403,0,Either Governor is not orderly or Junior is not stern. Governor is orderly.,Junior is stern,0
7404,0,Either Governor is not orderly or Junior is not stern. Governor is orderly.,Junior is not stern,1
7405,0,Either Dock is peaceful or Boyce is not caustic. Dock is not peaceful.,Dock is peaceful,0
7406,0,Either Dock is peaceful or Boyce is not caustic. Dock is not peaceful.,Dock is not peaceful,1
7407,0,Either Dock is peaceful or Boyce is not caustic. Dock is not peaceful.,Boyce is caustic,0
7408,0,Either Dock is peaceful or Boyce is not caustic. Dock is not peaceful.,Boyce is not caustic,1
7409,2,Neither Carl is unpopular nor Ernestine is not guarded. Ernestine is guarded.,Carl is unpopular,0
7410,2,Neither Carl is unpopular nor Ernestine is not guarded. Ernestine is guarded.,Carl is not unpopular,1
7411,2,Neither Carl is unpopular nor Ernestine is not guarded. Ernestine is guarded.,Ernestine is guarded,1
7412,2,Neither Carl is unpopular nor Ernestine is not guarded. Ernestine is guarded.,Ernestine is not guarded,0
7413,1,Magdalena is not mature or Ezell is not lovely. Ezell is not lovely.,Magdalena is mature,1
7414,1,Magdalena is not mature or Ezell is not lovely. Ezell is not lovely.,Magdalena is not mature,1
7415,1,Magdalena is not mature or Ezell is not lovely. Ezell is not lovely.,Ezell is lovely,0
7416,1,Magdalena is not mature or Ezell is not lovely. Ezell is not lovely.,Ezell is not lovely,1
7417,1,Ephriam is naughty or Terry is fiery. Ephriam is naughty.,Ephriam is naughty,1
7418,1,Ephriam is naughty or Terry is fiery. Ephriam is naughty.,Ephriam is not naughty,0
7419,1,Ephriam is naughty or Terry is fiery. Ephriam is naughty.,Terry is fiery,1
7420,1,Ephriam is naughty or Terry is fiery. Ephriam is naughty.,Terry is not fiery,1
7421,0,Either Alicia is not crafty or Frederick is nasty. Frederick is not nasty.,Alicia is crafty,0
7422,0,Either Alicia is not crafty or Frederick is nasty. Frederick is not nasty.,Alicia is not crafty,1
7423,0,Either Alicia is not crafty or Frederick is nasty. Frederick is not nasty.,Frederick is nasty,0
7424,0,Either Alicia is not crafty or Frederick is nasty. Frederick is not nasty.,Frederick is not nasty,1
7425,2,Neither Goldie is not dirty nor Joanne is not stupid. Joanne is stupid.,Goldie is dirty,1
7426,2,Neither Goldie is not dirty nor Joanne is not stupid. Joanne is stupid.,Goldie is not dirty,0
7427,2,Neither Goldie is not dirty nor Joanne is not stupid. Joanne is stupid.,Joanne is stupid,1
7428,2,Neither Goldie is not dirty nor Joanne is not stupid. Joanne is stupid.,Joanne is not stupid,0
7429,1,Derek is not snazzy or Carmine is not noisy. Derek is snazzy.,Derek is snazzy,1
7430,1,Derek is not snazzy or Carmine is not noisy. Derek is snazzy.,Derek is not snazzy,0
7431,1,Derek is not snazzy or Carmine is not noisy. Derek is snazzy.,Carmine is noisy,0
7432,1,Derek is not snazzy or Carmine is not noisy. Derek is snazzy.,Carmine is not noisy,1
7433,2,Neither Lela is irritable nor Guss is passionate. Guss is not passionate.,Lela is irritable,0
7434,2,Neither Lela is irritable nor Guss is passionate. Guss is not passionate.,Lela is not irritable,1
7435,2,Neither Lela is irritable nor Guss is passionate. Guss is not passionate.,Guss is passionate,0
7436,2,Neither Lela is irritable nor Guss is passionate. Guss is not passionate.,Guss is not passionate,1
7437,0,Either Alto is not sharp or Tom is passive. Alto is not sharp.,Alto is sharp,0
7438,0,Either Alto is not sharp or Tom is passive. Alto is not sharp.,Alto is not sharp,1
7439,0,Either Alto is not sharp or Tom is passive. Alto is not sharp.,Tom is passive,0
7440,0,Either Alto is not sharp or Tom is passive. Alto is not sharp.,Tom is not passive,1
7441,0,Either Maryellen is not decisive or Porter is devoted. Maryellen is not decisive.,Maryellen is decisive,0
7442,0,Either Maryellen is not decisive or Porter is devoted. Maryellen is not decisive.,Maryellen is not decisive,1
7443,0,Either Maryellen is not decisive or Porter is devoted. Maryellen is not decisive.,Porter is devoted,0
7444,0,Either Maryellen is not decisive or Porter is devoted. Maryellen is not decisive.,Porter is not devoted,1
7445,0,Either Petra is stoic or Susan is not lovable. Petra is stoic.,Petra is stoic,1
7446,0,Either Petra is stoic or Susan is not lovable. Petra is stoic.,Petra is not stoic,0
7447,0,Either Petra is stoic or Susan is not lovable. Petra is stoic.,Susan is lovable,1
7448,0,Either Petra is stoic or Susan is not lovable. Petra is stoic.,Susan is not lovable,0
7449,0,Either River is not brave or Georgiana is lovable. River is not brave.,River is brave,0
7450,0,Either River is not brave or Georgiana is lovable. River is not brave.,River is not brave,1
7451,0,Either River is not brave or Georgiana is lovable. River is not brave.,Georgiana is lovable,0
7452,0,Either River is not brave or Georgiana is lovable. River is not brave.,Georgiana is not lovable,1
7453,2,Neither Alex is elfin nor Abraham is not zealous. Alex is not elfin.,Alex is elfin,0
7454,2,Neither Alex is elfin nor Abraham is not zealous. Alex is not elfin.,Alex is not elfin,1
7455,2,Neither Alex is elfin nor Abraham is not zealous. Alex is not elfin.,Abraham is zealous,1
7456,2,Neither Alex is elfin nor Abraham is not zealous. Alex is not elfin.,Abraham is not zealous,0
7457,2,Neither Lelah is not unstable nor Hassie is not moronic. Hassie is moronic.,Lelah is unstable,1
7458,2,Neither Lelah is not unstable nor Hassie is not moronic. Hassie is moronic.,Lelah is not unstable,0
7459,2,Neither Lelah is not unstable nor Hassie is not moronic. Hassie is moronic.,Hassie is moronic,1
7460,2,Neither Lelah is not unstable nor Hassie is not moronic. Hassie is moronic.,Hassie is not moronic,0
7461,0,Either Brendan is not stern or Ruth is not cool. Brendan is not stern.,Brendan is stern,0
7462,0,Either Brendan is not stern or Ruth is not cool. Brendan is not stern.,Brendan is not stern,1
7463,0,Either Brendan is not stern or Ruth is not cool. Brendan is not stern.,Ruth is cool,1
7464,0,Either Brendan is not stern or Ruth is not cool. Brendan is not stern.,Ruth is not cool,0
7465,2,Neither Jimmy is not picky nor Eliot is inventive. Jimmy is picky.,Jimmy is picky,1
7466,2,Neither Jimmy is not picky nor Eliot is inventive. Jimmy is picky.,Jimmy is not picky,0
7467,2,Neither Jimmy is not picky nor Eliot is inventive. Jimmy is picky.,Eliot is inventive,0
7468,2,Neither Jimmy is not picky nor Eliot is inventive. Jimmy is picky.,Eliot is not inventive,0
7469,0,Either Michael is not reserved or Dawn is bright. Dawn is not bright.,Michael is reserved,0
7470,0,Either Michael is not reserved or Dawn is bright. Dawn is not bright.,Michael is not reserved,1
7471,0,Either Michael is not reserved or Dawn is bright. Dawn is not bright.,Dawn is bright,0
7472,0,Either Michael is not reserved or Dawn is bright. Dawn is not bright.,Dawn is not bright,1
7473,2,Neither Angie is strong nor Raoul is mean. Raoul is not mean.,Angie is strong,0
7474,2,Neither Angie is strong nor Raoul is mean. Raoul is not mean.,Angie is not strong,1
7475,2,Neither Angie is strong nor Raoul is mean. Raoul is not mean.,Raoul is mean,0
7476,2,Neither Angie is strong nor Raoul is mean. Raoul is not mean.,Raoul is not mean,1
7477,1,Kate is clumsy or Israel is not powerful. Kate is not clumsy.,Kate is clumsy,0
7478,1,Kate is clumsy or Israel is not powerful. Kate is not clumsy.,Kate is not clumsy,1
7479,1,Kate is clumsy or Israel is not powerful. Kate is not clumsy.,Israel is powerful,0
7480,1,Kate is clumsy or Israel is not powerful. Kate is not clumsy.,Israel is not powerful,1
7481,2,Neither Porter is not impatient nor Malvina is motivated. Malvina is not motivated.,Porter is impatient,0
7482,2,Neither Porter is not impatient nor Malvina is motivated. Malvina is not motivated.,Porter is not impatient,1
7483,2,Neither Porter is not impatient nor Malvina is motivated. Malvina is not motivated.,Malvina is motivated,1
7484,2,Neither Porter is not impatient nor Malvina is motivated. Malvina is not motivated.,Malvina is not motivated,0
7485,0,Either Ken is joyous or Nathaniel is not ridiculous. Ken is joyous.,Ken is joyous,1
7486,0,Either Ken is joyous or Nathaniel is not ridiculous. Ken is joyous.,Ken is not joyous,0
7487,0,Either Ken is joyous or Nathaniel is not ridiculous. Ken is joyous.,Nathaniel is ridiculous,1
7488,0,Either Ken is joyous or Nathaniel is not ridiculous. Ken is joyous.,Nathaniel is not ridiculous,0
7489,2,Neither Santos is local nor Herman is not flabby. Santos is not local.,Santos is local,0
7490,2,Neither Santos is local nor Herman is not flabby. Santos is not local.,Santos is not local,1
7491,2,Neither Santos is local nor Herman is not flabby. Santos is not local.,Herman is flabby,1
7492,2,Neither Santos is local nor Herman is not flabby. Santos is not local.,Herman is not flabby,0
7493,1,Arther is sassy or Joe is sensible. Joe is not sensible.,Arther is sassy,1
7494,1,Arther is sassy or Joe is sensible. Joe is not sensible.,Arther is not sassy,0
7495,1,Arther is sassy or Joe is sensible. Joe is not sensible.,Joe is sensible,0
7496,1,Arther is sassy or Joe is sensible. Joe is not sensible.,Joe is not sensible,1
7497,1,Eric is not agile or Roman is not peaceful. Eric is not agile.,Eric is agile,0
7498,1,Eric is not agile or Roman is not peaceful. Eric is not agile.,Eric is not agile,1
7499,1,Eric is not agile or Roman is not peaceful. Eric is not agile.,Roman is peaceful,1
7500,1,Eric is not agile or Roman is not peaceful. Eric is not agile.,Roman is not peaceful,1
7501,1,Duwayne is not clumsy or Lela is patient. Duwayne is clumsy.,Duwayne is clumsy,1
7502,1,Duwayne is not clumsy or Lela is patient. Duwayne is clumsy.,Duwayne is not clumsy,0
7503,1,Duwayne is not clumsy or Lela is patient. Duwayne is clumsy.,Lela is patient,1
7504,1,Duwayne is not clumsy or Lela is patient. Duwayne is clumsy.,Lela is not patient,0
7505,1,Merle is not intolerant or Queen is boisterous. Queen is not boisterous.,Merle is intolerant,0
7506,1,Merle is not intolerant or Queen is boisterous. Queen is not boisterous.,Merle is not intolerant,1
7507,1,Merle is not intolerant or Queen is boisterous. Queen is not boisterous.,Queen is boisterous,0
7508,1,Merle is not intolerant or Queen is boisterous. Queen is not boisterous.,Queen is not boisterous,1
7509,1,Fanny is not sensible or Gussie is not talented. Gussie is talented.,Fanny is sensible,0
7510,1,Fanny is not sensible or Gussie is not talented. Gussie is talented.,Fanny is not sensible,1
7511,1,Fanny is not sensible or Gussie is not talented. Gussie is talented.,Gussie is talented,1
7512,1,Fanny is not sensible or Gussie is not talented. Gussie is talented.,Gussie is not talented,0
7513,0,Either Graham is not sober or Valerie is blue. Valerie is not blue.,Graham is sober,0
7514,0,Either Graham is not sober or Valerie is blue. Valerie is not blue.,Graham is not sober,1
7515,0,Either Graham is not sober or Valerie is blue. Valerie is not blue.,Valerie is blue,0
7516,0,Either Graham is not sober or Valerie is blue. Valerie is not blue.,Valerie is not blue,1
7517,1,Laura is dirty or Keith is not coherent. Keith is coherent.,Laura is dirty,1
7518,1,Laura is dirty or Keith is not coherent. Keith is coherent.,Laura is not dirty,0
7519,1,Laura is dirty or Keith is not coherent. Keith is coherent.,Keith is coherent,1
7520,1,Laura is dirty or Keith is not coherent. Keith is coherent.,Keith is not coherent,0
7521,1,Tanner is not delicate or Greggory is not realistic. Tanner is delicate.,Tanner is delicate,1
7522,1,Tanner is not delicate or Greggory is not realistic. Tanner is delicate.,Tanner is not delicate,0
7523,1,Tanner is not delicate or Greggory is not realistic. Tanner is delicate.,Greggory is realistic,0
7524,1,Tanner is not delicate or Greggory is not realistic. Tanner is delicate.,Greggory is not realistic,1
7525,1,Kent is irritating or Atha is proud. Kent is irritating.,Kent is irritating,1
7526,1,Kent is irritating or Atha is proud. Kent is irritating.,Kent is not irritating,0
7527,1,Kent is irritating or Atha is proud. Kent is irritating.,Atha is proud,1
7528,1,Kent is irritating or Atha is proud. Kent is irritating.,Atha is not proud,1
7529,1,Penny is natural or Dorothea is not unhelpful. Dorothea is not unhelpful.,Penny is natural,1
7530,1,Penny is natural or Dorothea is not unhelpful. Dorothea is not unhelpful.,Penny is not natural,1
7531,1,Penny is natural or Dorothea is not unhelpful. Dorothea is not unhelpful.,Dorothea is unhelpful,0
7532,1,Penny is natural or Dorothea is not unhelpful. Dorothea is not unhelpful.,Dorothea is not unhelpful,1
7533,1,Joanne is love-lorn or Timothy is patient. Timothy is patient.,Joanne is love-lorn,1
7534,1,Joanne is love-lorn or Timothy is patient. Timothy is patient.,Joanne is not love-lorn,1
7535,1,Joanne is love-lorn or Timothy is patient. Timothy is patient.,Timothy is patient,1
7536,1,Joanne is love-lorn or Timothy is patient. Timothy is patient.,Timothy is not patient,0
7537,0,Either Mamie is one-sided or Abb is not slovenly. Mamie is one-sided.,Mamie is one-sided,1
7538,0,Either Mamie is one-sided or Abb is not slovenly. Mamie is one-sided.,Mamie is not one-sided,0
7539,0,Either Mamie is one-sided or Abb is not slovenly. Mamie is one-sided.,Abb is slovenly,1
7540,0,Either Mamie is one-sided or Abb is not slovenly. Mamie is one-sided.,Abb is not slovenly,0
7541,0,Either Mac is passive or Patience is demonic. Patience is not demonic.,Mac is passive,1
7542,0,Either Mac is passive or Patience is demonic. Patience is not demonic.,Mac is not passive,0
7543,0,Either Mac is passive or Patience is demonic. Patience is not demonic.,Patience is demonic,0
7544,0,Either Mac is passive or Patience is demonic. Patience is not demonic.,Patience is not demonic,1
7545,0,Either Denis is not depressed or Florence is watchful. Florence is not watchful.,Denis is depressed,0
7546,0,Either Denis is not depressed or Florence is watchful. Florence is not watchful.,Denis is not depressed,1
7547,0,Either Denis is not depressed or Florence is watchful. Florence is not watchful.,Florence is watchful,0
7548,0,Either Denis is not depressed or Florence is watchful. Florence is not watchful.,Florence is not watchful,1
7549,1,Edwin is not spiteful or Martin is not lithe. Edwin is spiteful.,Edwin is spiteful,1
7550,1,Edwin is not spiteful or Martin is not lithe. Edwin is spiteful.,Edwin is not spiteful,0
7551,1,Edwin is not spiteful or Martin is not lithe. Edwin is spiteful.,Martin is lithe,0
7552,1,Edwin is not spiteful or Martin is not lithe. Edwin is spiteful.,Martin is not lithe,1
7553,1,Alpha is indolent or Deborah is not sober. Deborah is sober.,Alpha is indolent,1
